Station,Provenance,Description,Ligne de Provenance,ID Zone arret ICAR,ID Ligne de Provenance
Billancourt,Mairie de Montreuil,"Complètement en tête, au-delà de la tête du train, un couloir perpendiculaire au quai, qui tourne ensuite à gauche avec un escalier montant, pour les sorties rue de Castéja et rue de Silly.
En queue, dans le prolongement du quai, un escalier montant pour les sorties rue de la ferme et rue de Billancourt.
Note : La rame est plus courte que le quai.",9,42334,C01379
Billancourt,Pont de Sèvres,"En tête, dans le prolongement du quai, un escalier montant pour les sorties rue de la ferme et rue de Billancourt.
Complètement en queue, au-delà de la queue du train, un couloir perpendiculaire au quai, qui tourne ensuite à droite avec un escalier montant, pour les sorties rue de Castéja et rue de Silly.
Note : La rame est plus courte que le quai.",9,42334,C01379
Bir-Hakeim Grenelle,Charles de Gaulle Etoile,"Il s'agit d'un quai aérien.

En tête, dans le prolongement du quai, un triple escalier descendant, pour la sortie rue Nélaton.
Au milieu, un ascenseur, ouverture de la porte vers la tête, pour la ligne 6 et les sorties.
Au troisième tiers, un escalator qui arrive du bas, parallèle au quai, ouvert vers la tête.
En queue, dans le prolongement du quai, un double escalier descendant, pour la correspondance du R.E.R. C, et les sorties quai de Grenelle et Tour Effel.",6,51281,C01376
Bir-Hakeim Grenelle,Nation (6 par Denfert-Rochereau),"Il s'agit d'un quai aérien.

En tête, dans le prolongement du quai, un double escalier descendant, pour la correspondance DU R.E.R. C, et les sorties quai de Grenelle et Tour Effel.
Au premier tiers, un escalator qui arrive du bas, parallèle au quai, ouvert vers la queue.
Au milieu, un ascenseur parallèle au quai, ouverture des portes vers la queue.
En queue, dans le prolongement du quai, un triple escalier descendant pour la sortie rue Nélaton.",6,51281,C01376
Blanche,Nation (2 par Barbès-Rochechouart),"En tête, dans le prolongement du quai, un escalier montant pour les sorties place Blanche, boulevard de Clichy, les bus 30, 54, 68, 74, N01 et N 02.",2,42337,C01372
Blanche,Porte Dauphine,"En queue, dans le prolongement du quai, un escalier montant pour les sorties place Blanche, boulevard de Clichy, les bus 30, 54, 68, 74, N01 et N 02.",2,42337,C01372
Bobigny - Pablo Picasso Préfecture - Hôtel du Département,Asnières-Genevilliers - Les Courtilles,"En tÃªte, la sortie vers le mÃ©tro Bobigny-Pablo Picasso.",T1,47336,C01389
Bobigny - Pablo Picasso Préfecture - Hôtel du Département,Bobigny,"On arrive sur un double quai .
En tÃªte, dans le prolongement du quai, un escalier montant, parallÃ¨le au quai, ouvert vers la queue pour la sortie vers la prÃ©fecture et le centre commercial.
En queue, dans le prolongement du quai, un escalier montant, parallÃ¨le au quai, ouvert vers la tÃªte pour les sorties vers le T1, lâ€™hÃ´tel de ville, palais de justice et rue Carnot.
Les trains partent du quai de gauche ou de droite.",5,47336,C01375
Bobigny - Pablo Picasso Préfecture - Hôtel du Département,Place d'Italie,"On peut sortir soit, par la porte de droite, soit, par la porte de gauche.

Description du quai si lâ€™on sort par la porte de gauche :

On arrive sur un double quai .
En tÃªte, dans le prolongement du quai, un escalier montant, parallÃ¨le au quai, ouvert vers la queue pour les sorties vers le T1, lâ€™hÃ´tel de ville, palais de justice et rue Carnot.
En queue, dans le prolongement du quai, un escalier montant, parallÃ¨le au quai, ouvert vers la tÃªte pour la sortie vers la prÃ©fecture et le centre commercial.

Description du quai si lâ€™on sort par la porte de droite :

En tÃªte, dans le prolongement du quai, un escalier montant, parallÃ¨le au quai, ouvert vers la queue pour les sorties vers le T1, lâ€™hÃ´tel de ville, palais de justice et rue Carnot.
Au dÃ©but du premier tiers, un escalator montant, parallÃ¨le au quai, ouvert vers la queue, situÃ© dans un petit renfoncement pour la sortie rue Carnot .
En queue, dans le prolongement du quai, un escalier montant, parallÃ¨le au quai, ouvert vers la tÃªte pour la sortie vers la prÃ©fecture et le centre commercial.",5,47336,C01375
Bobigny - Pablo Picasso Préfecture - Hôtel du Département,Gare de Noisy-le-Sec,"En queue, la sortie vers le mÃ©tro Bobigny-Pablo Picasso.",T4,47336,C01843
Bobigny - Pantin - Raymond Queneau,Bobigny,"On arrive sur un quai central et on sort par la porte de gauche.
En tÃªte, dans le prolongement du quai, un escalier montant parallÃ¨le au quai, ouvert vers la tÃªte, escalier de secours fermÃ© au publique.
En tÃªte, un escalier montant, parallÃ¨le au quai, ouvert vers la tÃªte pour les sorties rue Anatole France et avenue de Paris.
En queue, un escalier montant, parallÃ¨le au quai, ouvert vers la queue pour les sorties rue Anatole-France et avenue de Paris.",5,42344,C01375
Bobigny - Pantin - Raymond Queneau,Place d'Italie,"On arrive sur un quai central et on sort par la porte de gauche.
En tÃªte, un escalier montant, parallÃ¨le au quai, ouvert vers la tÃªte pour les sorties rue Anatole-France et avenue de Paris.
En queue, un escalier montant, parallÃ¨le au quai, ouvert vers la queue pour les sorties rue Anatole France et avenue de Paris.
En queue, dans le prolongement du quai, un escalier montant parallÃ¨le au quai, ouvert vers la tÃªte, escalier de secours fermÃ© au publique.",5,42344,C01375
Boissière,Charles de Gaulle Etoile,"En tête, un escalier montant dans le prolongement du quai, légèrement en biais vers 1 H, pour les sorties rue Boissière et avenue Kléber.",6,53424,C01376
Boissière,Nation (6 par Denfert-Rochereau),"En queue, un escalier montant dans le prolongement du quai, légèrement en biais vers 1 H, pour les sorties rue Boissière et avenue Kléber.",6,53424,C01376
Bolivar,Louis Blanc,"En queue, dans le prolongement du quai un double escalier montant pour les sorties avenue Simon Bolivar, avenue Secrétan et le bus 26.",7B,58767,C01387
Bolivar,Pré-Saint-Gervais,"En tête, dans le prolongement du quai un double escalier montant pour les sorties avenue Simon Bolivar, avenue Secrétan et le bus 26.",7B,58767,C01387
Bonne Nouvelle,Balard,"En tête, dans le prolongement du quai, un escalier montant, pour les sorties rue d'Hauteville, rue Mazagran, rue de la Lune, boulevard de Bonne Nouvelle.
En queue, dans le prolongement du quai, un couloir, pour la correspondance de la ligne 9 et les sorties rue du Sentier et boulevard de Bonne Nouvelle.

Avertissement ! la rame est plus courte que le quai.
C'est un quai à voie unique.",8,45100,C01378
Bonne Nouvelle,Créteil - Pointe du Lac,"En tête, un couloir dans le prolongement du quai, pour la correspondance de la ligne 9 et les sorties rue du Sentier et rue du Faubourg Poissonnière.
en queue, un couloir perpendiculaire au quai, pour les sorties rue d'Hauteville, rue Mazagran, rue de la Lune, rue du Faubourg Poissonnière.

Avertissement ! la rame est plus courte que le quai.
C'est un quai à voie unique.",8,45100,C01378
Bonne Nouvelle,Mairie de Montreuil,"Au premier tiers, un couloir perpendiculaire au quai pour la correspondance de la ligne 8 et les sorties rue du Sentier et faubourg Poissonnière.
En queue, au-delà du dernier wagon, un escalier montant perpendiculaire au quai, pour les sorties rue d'hauteville, rue Mazagran, rue de la Lune, boulevard de Bonne Nouvelle.
en queue, un couloir dans le prolongement du quai pour les mêmes sorties avec l'ascenseur.

Avertissement : la rame est plus courte que le quai.
C'est un quai à voie unique.",9,45100,C01379
Bonne Nouvelle,Pont de Sèvres,"En tête, dans le prolongement du quai, un couloir, pour les sorties rue d'hauteville, rue Mazagran, rue de la Lune, boulevard de Bonne Nouvelle, par l'escalator.
Presque en tête, au niveau du premier wagon, un couloir perpendiculaire au quai, pour les mêmes sortie, par l'escalier.
En queue, dans le prolongement du quai, un escalier montant, pour la correspondance de la ligne 8 et les sorties rue du Sentier et rue du Faubourg Poissonnière.

Avertissement ! la rame est plus courte que le quai.
C'est un quai à voie unique.",9,45100,C01379
Botzaris,Louis Blanc,"En tête, dans le prolongement du quai, un double escalier montant et à sa droite un escalator montant pour les sorties rue Botzaris, rue de Crimée et rue du général Brunet.",7B,42369,C01387
Botzaris,Pré-Saint-Gervais,"En queue, dans le prolongement du quai, un double escalier montant et un escalator montant pour la correspondance vers Pré-Saint-Gervais pour la station place des Fêtes et les sorties rue Botzaris, rue de Crimée et rue du général Brunet.",7B,42369,C01387
Boucicaut,Balard,"En tête, un double escalier montant pour les sorties rue de la Convention, avenue Félix Faure, rue Henri Bocquillon, rue Duranton, rue Sarasate.",8,42370,C01378
Boucicaut,Créteil - Pointe du Lac,"En queue, un double escalier montant pour les sorties rue de la Convention, avenue Félix Faure, rue Henri Bocquillon, rue Duranton, rue Sarasate.",8,42370,C01378
Boulainvilliers,"Champ de Mars, Pontoise, Versailles-rive gauche, St-Quentin","En t?te, un couloir perpendiculaire au quai pour la ligne 9.
Au milieu, un couloir perpendiculaire au quai pour la sortie par l'ascenseur.
Au deuxi?me tiers, un ascenseur pour la sortie.
Au troisi?me tiers, un escalier montant, perpendiculaire au quai, pour la sortie.
Attention ! Les trains roulent de droite vers la gauche.",C,45453,C01727
Boulainvilliers,Pontoise,"Au premier tiers, un escalier montant, perpendiculaire au quai, pour la sortie.
A la fin du premier tiers, un ascenseur pour la sortie.
Au milieu, un couloir perpendiculaire au quai, pour la sortie par l'ascenseur.
En queue, un couloir perpendiculaire au quai pour la ligne 9.
Attention ! Les trains roulent de droite vers la gauche.",C,45453,C01727
Boulevard Victor - Pont du Garigliano,"Champ de Mars, Pontoise, Versailles-rive gauche, St-Quentin","En tête, des composteurs parallèles au quai, pour entrer et pour la sortie boulevard du général Martial Valin.
En queue, parallèlement au quai, un double escalier descendant et à sa droite un escalator qui arrive du bas.
En queue, au-delà du dernier wagon un ascenseur parallèle au quai, ouverture des porte vers la queue, à disposition par appel à un agent.
Note : Les trains roulent de la droite vers la gauche.",C,473331,C01727
Boulevard Victor - Pont du Garigliano,"Choisy-le-Roi, Massy-Palaiseau, Dourdan, St-Martin d'Etampes, Versailles chantiers","En tête, parallèlement au quai, un double escalier descendant et à sa droite un escalator qui arrive du bas.
Au deuxième tiers, des composteurs perpendiculaires au quai pour entrer et pour la sortie quai André Citroën.
Note : Les trains roulent de la droite vers la gauche.",C,473331,C01727
Boulogne - Jean Jaurès,Boulogne,"On sort par la porte de gauche et on arrive sur un double quai.
Le retour vers Boulogne-Pont de Saint-Cloud se fait en traversant le quai.
En queue, dans le prolongement du quai, un escalier montant pour la sortie boulevard Jean Jaurès.
En tête, dans le prolongement du quai, le quai est séparé en deux avec en regardant la tête du train:
A gauche, contre le quai de retour, une porte battante, suivi d'un escalier montant pour la sortie rue du Château.
A droite, contre le quai d'arrivée, deux composteurs, un peu plus avancés que la porte battante.",10,42380,C01380
Boulogne - Jean Jaurès,Gare d'Austerlitz,"On sort par la porte de gauche et on arrive sur un double quai.
Le retour vers gare d'Austerlitz se fait en traversant le quai.
En tête, dans le prolongement du quai, un escalier montant pour la sortie boulevard Jean Jaurès.
En queue, dans le prolongement du quai, le quai est séparé en deux avec en regardant la queue du train:
A gauche, contre le quai d'arrivée, une porte battante, suivi d'un escalier montant pour la sortie rue du Château.
A droite, contre le quai de retour, deux composteurs, un peu plus avancés que la porte battante.",10,42380,C01380
Boulogne - Pont de Saint-Cloud,Boulogne,"On arrive sur un quai central qui est également le quai de retour vers gare d'Austerlitz.
En tête, dans le prolongement du quai, un double escalier montant pour les sorties avenue du général Delattre de Tassigny, le musée Albert Kahn, le Parc de Saint-Cloud, le T2 et les bus 52, 72, 126, 160, 175, 460 et 467.
En queue, dans le prolongement du quai, un double escalier montant pour les sorties avenue Jean-Baptiste Clément, route de la Reine et les bus 72 et 460.",10,42381,C01380
Bourse,Galiéni,"En tête, un escalier montant dans le prolongement du quai, légèrement en biais sur la droite pour la sortie du Palais Brongniart.
En queue, le quai est séparé en deux, avec, contre le mur, 2 composteurs perpendiculaires au quai et contre les voies, un escalier montant dans le prolongement du quai pour la sortie rue Notre Dame des Victoires.",3,45101,C01373
Bourse,Pont de Levallois,"En tête, dans le prolongement, le quai est séparé en deux, avec contre le mur 2 composteur et contre les voies, un escalier montant pour la sortie rue Notre Dame des Victoires.
En queue, un escalier montant dans le prolongement du quai, légèrement en biais sur la droite pour la sortie du Palais Brongniart.",3,45101,C01373
Bréguet - Sabin,Bobigny,"En tÃªte, dans le prolongement du quai, un escalier montant pour les sorties boulevard Richard Lenoir et rue du pasteur Wagner.
En queue, dans le prolongement du quai, un escalier montant pour les sorties boulevard Richard Lenoir et rue Sabin.",5,45207,C01375
